"key","en — English","ru — Русский","ca — Català","de — Deutsch","el — Ελληνικά","es — Español","fr — Français","id — Bahasa Indonesia","it — Italiano","ja — 日本語","nl — Nederlands","oc — Occitan","pt_BR — Português (Brasil)","sv — Svenska","tr — Türkçe","zh_Hans — 简体中文","zh_Hant — 繁體中文"
"ViewHeader.edit-template","Edit","Изменить","Editar","Bearbeiten","","Editar","Éditer","Sunting","Modifica","編集","Bewerken","Modificar","Editar","Redigera","Düzenle","编辑","編輯"
"ViewHeader.empty-card","Empty card","Очистить карточку","Targeta buida","Leere Karte","","Tarjeta vacía","Carte vide","Kartu kosong","Scheda vuota","空のカード","Lege kaart","Zòna voida","Cartão vazio","Blankt kort","Boş kart","空白卡片","清空卡片"
"ViewHeader.export-board-archive","Export board archive","Экспорт архива доски","","Board Archiv exportieren","","Exportar archivo de tablero","Exporter une archive du tableau","Ekspor arsip papan","Esporta archivio board","Boardアーカイブのエクスポート","Archief bord exporteren","Exportar l’archiu del tablèu","Exportar arquivo do painel","Exportera tavelarkivet","Pano arşivini dışa aktar","导出版面归档","匯出版面打包檔"
"ViewHeader.export-complete","Export complete!","Экспорт завершен!","Exportació completada!","Export abgeschlossen!","","¡Se ha completado la exportación!","Export terminé !","Ekspor selesai!","Esportazione completata!","エクスポートが完了しました！","Exporteren gelukt!","Export acabat !","Exportação completa!","Export slutförd!","Dışa aktarıldı!","导出完成!","匯出完成!"
"ViewHeader.export-csv","Export to CSV","Экспорт в CSV","Exportació a CSV","Als CSV exportieren","","Exportar a CSV","Exporter au format CSV","Ekspor ke CSV","Esporta in formato CSV","CSVエクスポート","Exporteren naar CSV","Exportar al format CSV","Exportar para CSV","Exportera till CSV","CSV olarak dışa aktar","导出为 CSV","匯出為 CSV"
"ViewHeader.export-failed","Export failed!","Ошибка экспорта!","L'exportació ha fallat!","Export fehlgeschlagen!","","¡Ha fallado la exportación!","L'export a échoué !","Ekspor gagal!","Esportazione fallita!","エクスポートが失敗しました！","Export mislukt!","Export fracassat !","Falha ao exportar!","Export misslyckades!","Dışa aktarılamadı!","导出失败!","匯出失敗!"
"ViewHeader.filter","Filter","Фильтр","Filtrar","Filter","","Filtrar","Filtre","Penyaringan","Filtro","フィルター","Filter","Filtre","Filtrar","Filter","Süz","筛选","篩選"
"ViewHeader.group-by","Group by: {property}","Сгруппировать по: {property}","Agrupar per: {property}","Gruppiere nach: {property}","","Agrupar por: {property}","Grouper par : {property}","Kelompokkan berdasarkan: {property}","Raggruppa per: {property}","{property} でグループ化","Groepeer op: {property}","Agropar per : {property}","Agrupar por: {property}","Gruppera på: {property}","Grupla: {property}","以{property}分组","以 {property} 分組"
"ViewHeader.new","New","Создать","Nou","Neu","","Nueva","Nouveau","Buat","Nuovo","新規","Nieuw","Novèl","Novo","Ny","Yeni","新","新"
"ViewHeader.plan-task","Talk it over with an agent…","Обсудить с агентом…","","","","","","","","","","","","","","",""
"ViewHeader.properties","Properties","Свойства","Propietats","Eigenschaften","","Propiedades","Propriétés","Properti-properti","Proprietà","プロパティ","Eigenschappen","Proprietats","Propriedades","Egenskaper","Özellikler","属性","屬性"
"ViewHeader.properties-menu","Properties menu","Меню свойств","","Eigenschaften Menü","","","Menu propriétés","","Menù delle proprietà","プロパティメニュー","Eigenschappen-menu","","Menu de propriedades","Menyn Egenskaper","Özellikler menüsü","属性菜单","屬性菜單"
"ViewHeader.save-as-template","Save as a template…","Сохранить как шаблон…","","","","","","","","","","","","","","",""
"ViewHeader.search-text","Search cards","Поиск карточек","Cerca tarjetes","Suche Karten","","Texto de búsqueda","Rechercher des cartes","Cari teks","Cerca testo","カード検索","Kaarten zoeken","Recercar de tèxt","Pesquisar cartões","Sök efter kort","Kart arama","搜索卡片","搜尋文字"
"ViewHeader.select-a-template","Select a template","Выбрать шаблон","Selecciona una plantilla","Vorlage auswählen","","Seleccionar una plantilla","Sélectionner un modèle","Pilih sebuah template","Seleziona un modello","テンプレート選択","Kies een sjabloon","Seleccionar un modèl","Selecionar um modelo","Välj en mall","Bir kalıp seçin","选择范本","選擇範本"
"ViewHeader.set-default-template","Set as default","Установить по умолчанию","","Als Standard eingestellt","","","Définir par défaut","","Imposta come predefinito","デフォルトとして設定","Instellen als standaard","Definir per defaut","Definir como padrão","Sätt som förvald","Varsayılan olarak ata","设为默认范本","設為預設"
"ViewHeader.sort","Sort","Сортировать","Ordenar","Sortieren","","Ordenar","Trier","Pengurutan","Ordina","ソート","Sorteer","Triar","Ordenar","Sortera","Sırala","排序","排序"
"ViewHeader.sources","Sources…","Источники…","","","","","","","","","","","","","","",""
"ViewHeader.untitled","Untitled","Без названия","Sense títol","Unbenannt","","Sin título","Sans titre","Tak berjudul","Senza titolo","無題","Titelloos","Sens títol","Sem nome","Saknar titel","Adlandırılmamış","无标题","無標題"
"ViewHeader.view-header-menu","View header menu","Посмотреть меню заголовка","","Kopfmenü ansehen","","","Afficher le menu d'en-tête","","Vedi menù header","ヘッダーメニューを見る","Menu hoofding weergeven","","Visualizar menu de cabeçalho","Visa huvudmenyn","Başlık menüsünü görüntüle","查看标题菜单","查看標題菜單"
"ViewHeader.view-menu","View menu","Посмотреть меню","","Ansichten Menü","","","Afficher le menu","","Visualizza menù","メニューを見る","Menuweergave","","Visualizar menu","Visa menyn","Menüyü görüntüle","查看菜单","查看菜單"
"ViewLimitDialog.notifyAdmin.Success","Your admin has been notified","Ваш администратор был уведомлен","","Dein Admin wurde benachrichtigt","","","Votre administrateur a été notifié","","","管理者に通知されました","Jouw beheerder is op de hoogte gebracht","","Seu administrador foi notificado","Din systemadministratör har blivit notifierad","Yöneticiniz bilgilendirildi","已通知管理员","已經通知管理者"
"ViewTitle.hide-description","Hide description","Скрыть описание","amagar descripció","Beschreibung ausblenden","","ocultar descripción","cacher la description","sembunyikan deskripsi","nascondi descrizione","説明を非表示","beschrijving verbergen","rescondre la descripcion","esconder descrição","dölj beskrivning","açıklamayı gizle","隐藏描述","隱藏敘述"
"ViewTitle.pick-icon","Pick icon","Выбрать иконку","Seleccionar icona","Symbol auswählen","Επιλογή εικονιδίου","Escoger Icono","Choisir une icône","Pilih ikon","Scegli un'icona","アイコンを選ぶ","Pictogram kiezen","Causir una icòna","Escolher ícone","Välj ikon","Simge seçin","挑选图标","挑選圖示"
"ViewTitle.random-icon","Random","Случайным образом","Aleatori","Zufällig","Τυχαίο","Aleatorio","Aléatoire","Acak","Casuale","ランダム","Willekeurig","Aleatòria","Aleatório","Slumpmässig","Rastgele","随机","隨機"
"ViewTitle.remove-icon","Remove icon","Убрать иконку","Eliminar icona","Symbol entfernen","Αφαίρεση εικονιδίου","Quitar Icono","Supprimer l'icône","Hapus ikon","Rimuovi icona","アイコンを削除する","Verwijder pictogram","Suprimir l'icòna","Remover ícone","Ta bort ikon","Simgeyi kaldır","移除图标","移除圖示"
"ViewTitle.show-description","Show description","Показать описание","mostra la descripció","Beschreibung anzeigen","","mostrar descripción","montrer la description","tampilkan deskripsi","mostra descrizione","説明を表示","beschrijving tonen","mostrar la descripcion","mostrar descrição","visa beskrivning","açıklamayı görüntüle","显示描述","顯示敘述"
"ViewTitle.untitled-board","Untitled board","Доска без названия","Tauler sense títol","Unbenanntes Board","","Panel sin título","Tableau sans titre","Papan tak berjudul","Contenitore senza titolo","無題のBoard","Titelloos board","Tablèu sens títol","Quadro sem título","Board utan titel","Adlandırılmamış pano","无标题板块","未命名版面"
"WelcomePage.Description","A board where agents work the cards: drag a card into a column and an agent picks it up. When it is easier to do it yourself, there is the terminal.","Доска, где над карточками работают агенты: перенесите карточку в колонку — и её возьмёт агент. А когда проще сделать самому, рядом терминал.","","Boards ist ein Projektmanagement-Tool, das die Definition, Organisation, Verfolgung und Verwaltung von Arbeit in verschiedenen Teams mit Hilfe einer vertrauten Kanban-Board-Ansicht unterstützt.","","","Boards est un outil de gestion de projet qui permet d'organiser, de suivre et de gérer le travail entre équipes en utilisant des tableaux Kanban.","Papan adalah alat manajemen proyek yang membantu Anda untuk mendefinisikan, mengatur, memantau, dan mengelola pekerjaan dalam tim, menggunakan tampilan kanban yang mudah dipahami","Boards è uno strumento organizzativo per progetti che aiuta a definire, organizzare, tenere traccia e controllo del lavoro tra gruppi, usando una vista familiare a scheda Kanban","Boardsは、よく知られたKanban形式のビューを使用して、チーム全体の作業を定義、整理、追跡、管理するためのプロジェクト管理ツールです。","Boards is een projectmanagementtool die helpt bij het definiëren, organiseren, volgen en beheren van werk door teams heen, met behulp van een bekende Kanban-bordweergave.","","Boards é uma ferramenta de gerenciamento de projeto que ajuda a definir, organizar, rastrear, e gerenciar traabalho de vários times utilizando uma estrturtura familiar de quadro de Kanban.","Boards är ett projekthanteringsverktyg som hjälper till att definiera, organisera, spåra och hantera arbete mellan team med hjälp av en välbekant Kanban-vy.","Pano, alışılmış Kanban panosu görünümünde takımların işleri tanımlamasını, düzenlemesini, izlemesi ve yönetmesini sağlayan bir proje yönetimi aracıdır.","板块是一个项目管理工具，使用熟悉的看板视图，帮助你的团队策划、组织、跟踪和管理跨团队的工作。","看板是一個專案管理工具，可以使用熟悉的圖表幫助我們定義、組織、追蹤和管理跨團隊工作。"
"WelcomePage.Explore.Button","Take a tour","Покажите, что тут где","","Rundgang","","","Tutoriel","Jelajahi","Esplora","ツアーに参加する","Start een rondleiding","Explorar","Faça um tour","Starta en rundtur","Tura çıkın","探索","探索"
"WelcomePage.Heading","XCIII","XCIII","","Willkommen bei Boards","","","Bienvenue sur Boards","Selamat Datang di Papan","Benvenuto in Boards","Boardへようこそ","Welkom bij Boards","La benvengudas als tablèus","Bem vindo ao Boards","Välkommen till Boards","Panolara hoş geldiniz","欢迎来到板块","歡迎來到看板"
"WelcomePage.NoThanks.Text","No thanks, I'll figure it out myself","Спасибо, разберусь сам","","Nein danke, ich werde es selbst herausfinden","","","Non merci, je vais me renseigner moi-même","","No grazie, farò da solo","いいえ、自分で調べます","Nee bedankt, ik zoek het zelf wel uit","","Não obrigado, eu descubrirei sozinho","Nej tack, jag löser det själv","Hayır teşekkürler, kendim anlayacağım","不了，请让我自己设置","不需要,自己想辦法"
"WelcomePage.StartUsingIt.Text","Start using it","Начать","","Verwende es","","","Commencez à l'utiliser","","","利用を開始する","Ga het gebruiken","","Começar a usar","Börja använda den","Kullanmaya başlayın","开始使用","開始使用"
"Workspace.edit-template-settings","Columns, routes and setup…","Колонки, маршруты и настройка…","","","","","","","","","","","","","","",""
"Workspace.editing-board-template","You're editing a board template.","Вы редактируете шаблон доски.","Estàs editant una plantilla de tauler.","Du bearbeitest eine Board Vorlage.","","","Vous éditez un modèle de tableau.","Anda sedang menyunting sebuah template papan.","Stai modificando un modello di una bacheca.","Boardのテンプレートを編集しています。","Je bent een bordsjabloon aan het bewerken.","Modificatz un modèl de tablèu.","Você está editando um modelo de quadro.","Du redigerar en tavelmall.","Bir pano kalıbını düzenliyorsunuz.","您正在编辑版面模板。","您正在編輯版面範本。"
"acp.terminal.closed","the CLI has exited — this window can be closed","CLI завершился — окно можно закрыть","","","","","","","","","","","","","","",""
"acp.terminal.connecting","connecting…","подключение…","","","","","","","","","","","","","","",""
"acp.terminal.live","session running","сессия идёт","","","","","","","","","","","","","","",""
"acp.terminal.noBindings","The terminal is only available in the desktop app.","Терминал доступен только в десктопном приложении.","","","","","","","","","","","","","","",""
"badge.guest","Guest","Гость","","Gast","","","Invité","","","ゲスト","Gast","","Convidado","Gäst","Konuk","访客","訪客"
"boardPage.confirm-join-button","Join","Присоединиться","","Teilnehmen","","","","","","","","","Ingressar","","Katıl","",""
"boardPage.confirm-join-text","You are about to join a private board without explicitly being added by the board admin. Are you sure you wish to join this private board?","Вы собираетесь войти в закрытую доску, не будучи добавленным её администратором. Точно войти?","","Du bist dabei einem privaten Board zu betreten, ohne dass du explizit durch den Board-Administrator hinzugefügt wurdest. Bist du sicher, dass du diesem privaten Board beitreten willst?","","","","","","","","","Você está prestes a ingressar em um board privado sem ter sido explicitamente adicionado pelo administrador do quadro. Você tem certeza de que deseja ingressar neste board privado?","","Bir özel kanala, pano yöneticisi tarafından açıkça eklenmeden katılmak üzeresiniz. Bu özel kanala katılmak istediğinize emin misiniz?","",""
"boardPage.confirm-join-title","Join private board","Вход в закрытую доску","","Privatem Board beitreten","","","","","","","","","Ingressar board privado","","Özel kanala katıl","",""
"calendar.month","Month","Месяц","","Monat","","","Mois","","Mese","月","Maand","","Mês","Månad","Ay","月","月份"
"calendar.today","TODAY","СЕГОДНЯ","","HEUTE","","","AUJOURD'HUI","","OGGI","今日","VANDAAG","","HOJE","IDAG","Bugün","今天","今日"
"calendar.week","Week","Неделя","","Woche","","","Semaine","","Settimana","週","Week","","Semana","Vecka","Hafta","周","週別"
"centerPanel.undefined","No {propertyName}","Отсутствует {propertyName}","","Kein(e) {propertyName}","","","","","","{propertyName} 無し","Geen {propertyName}","","Sem {propertyName}","Ingen {propertyName}","{propertyName} yok","不{propertyName}","沒有 {propertyName}"
"centerPanel.unknown-user","Unknown user","Неизвестный пользователь","","Unbekannter Benutzer","","","","","","不明なユーザー","Onbekende gebruiker","","Usuário desconhecido","Okänd användare","Kullanıcı bilinmiyor","陌生用户","未知使用者"
"createImageBlock.failed","Unable to upload the file. File size limit reached.","Не удалось загрузить файл. Достигнут предел размера файла.","","Kann Datei nicht hochladen, da das Limit für Dateigröße erreicht ist.","","","Impossible de télécharger le fichier. Limite de taille de fichier atteinte.","","","ファイルサイズの上限に達しているため、ファイルをアップロードできませんでした。","Dit bestand kon niet worden geüpload omdat de bestandslimiet wordt overschreden.","","Não foi possível enviar o arquivo, pois o tamanho ultrapassou o limite permitido.","Filen kunde inte laddas upp eftersom gränsen för filstorlek har uppnåtts.","Dosya boyutu sınırı aşıldığından bu dosya yüklenemedi.","图片上传失败，超过大小限制。","無法上傳檔案，檔案大小超過限制。"
"default-properties.badges","Comments and description","Комментарии и описание","","Kommentare und Beschreibung","","","Commentaires et description","","Commenti e Descrizione","コメントと説明","Opmerkingen en beschrijving","","Comentários e descrição","Kommentarer och beskrivning","Yorumlar ve açıklama","评论和描述","評論和描述"
"default-properties.title","Title","Заголовок","Títol","Titel","Τίτλος","Título","Titre","Judul","Titolo","タイトル","Titel","Títol","Título","Titel","Başlık","标题","標題"
"error.back-to-home","Back to Home","Вернуться на Главную","","Zurück zur Startseite","","","Retour à la page d'accueil","","","ホームへ戻る","Terug naar startpagina","","Volta para o início","Tillbaka till förstasidan","Girişe dön","回到主页","返回首頁"
"error.back-to-team","Back to team","Вернуться в команду","","Zurück zum Team","","","Retour à l'équipe","","","チームに戻る","Terug naar team","","Volta para o time","Tillbaka till team","Takıma dön","回到团队","回到團隊"
"error.board-not-found","Board not found.","Доска не найдена.","","Board nicht gefunden.","","","Tableau non trouvé.","","","Boardが見つかりませんでした。","Board niet gevonden.","","Quadro não encontrado.","Board finns inte.","Pano bulunamadı.","未找到板块。","沒有找到看板."
"error.go-login","Log in","Логин","","Anmeldung","","","Connexion","","","ログイン","Aanmelden","","Log in","Logga in","Oturum aç","登陆","登入"
"error.invalid-read-only-board","You don't have access to this board. Log in to access Boards.","Нет доступа к этой доске. Войдите, чтобы продолжить.","","Du hast keine Zugriff auf dieses Board. Melde dich an um auf das Board zu zugreifen.","","","Vous n'avez pas accès à ce tableau. Connectez-vous pour y accéder.","","","このBoardにアクセスできません。アクセスするにはBoardsにログインしてください。","Je hebt geen toegang tot dit board. Meld je aan om toegang te krijgen tot Boards.","","Você não possui acesso a este board. Faça log in para acessar Boards.","Du har inte tillgång till denna board. Logga in för att få tillgång till Boards.","Bu panoya erişme izniniz yok. Panolara erişmek için oturum açın.","你没有权限访问此板块，请登陆后再进行访问板块。","沒有權限進入此看板.登入後才能訪問."
"error.not-logged-in","Your session may have expired or you're not logged in. Log in again to access Boards.","Сеанс истёк или вы не вошли. Войдите ещё раз.","","Deine Sitzung könnte abgelaufen sein oder du bist nicht angemeldet. Melde dich nochmal an um auf das Board zuzugreifen.","","","Votre session a peut-être expiré ou vous n’êtes pas connecté. Connectez-vous à nouveau pour accéder aux tableaux d'administration.","","","セッションの有効期限が切れているか、ログインしていない可能性があります。Boardsにアクセスするには再度ログインしてください。","Jouw sessie is misschien verlopen of je bent niet ingelogd. Meldt je opnieuw aan om toegang te krijgen tot Boards.","","Sua sessão pode ter expirado ou você não está logado. Faça Log in para obter acesso ao Boards.","Din session kan ha löpt ut eller så är du inte inloggad. Logga in igen för att få tillgång till Boards.","Oturumunuzun süresi dolmuş ya da oturum açmamışsınız. Panolara erişmek için yeniden oturum açın.","尚未登陆或会话超时，请登陆后再进行访问板块。","已被登出，請再次登入使用看板。"
"error.page.title","Sorry, something went wrong","Извините, что-то пошло не так","","Entschuldigung, etwas ist schief gelaufen","","","Désolé, quelque chose s'est mal passé","","Mi dispiace, qualcosa è andato storto","申し訳ありませんが、何か問題が発生しました","Sorry, er ging iets mis","","Desculpe, algo deu errado","Oops, något gick fel","Bir şeyler ters gitti","抱歉，出现了一些错误","很抱歉，發生了些錯誤"
"error.team-undefined","Not a valid team.","Некорректная команда.","","Kein gültiges Team.","","","Ce n'est pas une équipe valable.","","","有効なチームではありません。","Geen geldig team.","","Não é um time válido.","Inte ett giltigt team.","Geçerli bir takım değil.","不是有效的团队。","不是有效的團隊。"
"error.unknown","An error occurred.","Произошла ошибка.","","Ein Fehler ist aufgetreten.","","","Une erreur s'est produite.","","","エラーが発生しました。","Er trad een fout op.","","Um erro ocorreu.","Ett fel inträffade.","Bir sorun çıktı.","发生了一些错误。","發生一個錯誤。"
"generic.previous","Previous","Предыдущий","","Zurück","","","Précédent","","Precedente","前へ","Vorige","","Anterior","Föregående","Önceki","上一个","上一篇"
"guest-no-board.subtitle","You don't have access to any board in this team yet, please wait until somebody adds you to any board.","У вас пока нет доступа ни к одной доске этой команды — дождитесь, пока вас на какую-нибудь добавят.","","Du hast noch keinen Zugang zu einem Board in diesem Team. Bitte warte, bis dich jemand zu einem Board hinzufügt.","","","Vous n'avez pas encore accès à un tableau dans cette équipe, veuillez patienter jusqu'à ce que quelqu'un vous ajoute à un tableau.","","","あなたはまだこのチームのどのBoardにもアクセスできません。誰かがあなたをBoardに追加するまでお待ちください。","Je hebt nog geen toegang tot een board in dit team, wacht tot iemand je toevoegt aan een board.","","Você não tem acesso a nenhum board neste time ainda, por favor aguarde até alguém adicionar você a algum board.","Du har inte tillgång till något board i teamet ännu, vänta tills någon lägger till dig i ett board.","Henüz bu takımdaki herhangi bir panoya erişme izniniz yok. Lütfen biri sizi bir panoya ekleyene kadar bekleyin.","你尚未有权限访问此团队的任何一个板块，请等待某人把你添加到某个板块。","你尚未有權限進入此看板，請等人把你加入任何看板。"
"guest-no-board.title","No boards yet","Досок пока нет","","Noch keine Boards","","","Pas encore de tableaux","","","まだBoardsはありません","Nog geen borden","","Nenhum board ainda","Inga board ännu","Henüz bir pano yok","尚未有板块","尚未有看板"
"imagePaste.upload-failed","Some files not uploaded. File size limit reached","Некоторые файлы не загружены из-за превышения квоты на размер файла.","","Einige Dateien nicht hochgeladen, da das Limit für Dateigröße erreicht ist.","","","Certains fichiers n'ont pas été téléchargés. Limite de taille de fichier atteinte","","","ファイルサイズの制限に達しているため、一部のファイルをアップロードできませんでした。","Sommige bestanden zijn niet geüpload omdat de limiet voor de bestandsgrootte is bereikt.","","Alguns arquivos não foram enviados, pois o tamanho ultrapassou o limite permitido.","Några filer kunde inte laddas upp eftersom gränsen för filstorlek har nåtts.","Dosya boyutu sınırı aşıldığından bazı dosyalar yüklenemedi.","图片上传失败，超过大小限制。","有些檔案無法上傳.檔案大小達上限"
"limitedCard.title","Cards hidden","Карточки скрыты","","Versteckte Karten","","","Cartes cachées","","","非表示カード","Verborgen kaarten","","Cartões ocultos","Dolda kort","Kartlar gizli","卡片已隐藏","影藏卡片"
"login.failed","Login failed","Не удалось войти","","","","","","","","","","","","","","",""
"login.log-in-button","Log in","Вход в систему","Inicia sessió","Anmelden","","","Connexion","Masuk","Login","ログイン","Aanmelden","Connexion","Entrar","Logga in","Oturum aç","登录","登錄"
"login.log-in-title","Log in","Вход в систему","Inicia sessió","Anmelden","","","Connexion","Masuk","Login","ログイン","Aanmelden","Connexion","Entrar","Logga in","Oturum açın","登录","登錄"
"login.password-placeholder","Enter password","Введите пароль","","","","","","","","","","","","","","",""
"login.register-button","or create an account if you don't have one","или создать аккаунт, если у Вас его нет","o crea un compte si no en tens","oder erstelle einen Account wenn du noch keines hast","","","ou créez un compte si vous n'en avez pas","atau buat sebuah akun jika Anda belum memilikinya","oppure crea un account se non ne hai già uno","アカウントをお持ちでない方はアカウントを作成してください","of maak een account aan als je er nog geen hebt","o creatz un compte se n’avètz pas un","ou criar uma conta se você ainda não tiver uma","eller skapa ett konto om du inte redan har ett","ya da hesabınız yoksa bir hesap açın","或创建一个帐户（如果您没有帐户）","或創建一個帳戶（如果您沒有帳戶）"
"login.username-placeholder","Enter username","Введите имя пользователя","","","","","","","","","","","","","","",""
"notification-box-card-limit-reached.close-tooltip","Snooze for 10 days","Отложить на 10 дней","","Für 10 Tage schlummern","","","Oublier pendant 10 jours","","","10日間のスヌーズ","Snooze voor 10 dagen","","Soneca por 10 dias","Sov i 10 dagar","10 gün için sustur","小睡十天","小睡十天"
"notification-box-card-limit-reached.contact-link","notify your admin","уведомить Вашего администратора","","Benachrichtige deinen Admin","","","informez votre administrateur","","","管理者に通知する","breng je beheerder op de hoogte","","notificar seu admin","notifiera din administratör","yöneticinizi bilgilendirin","通知你的管理员","通知管理員"
"notification-box-card-limit-reached.link","Upgrade to a paid plan","Перейти на платный тариф","","Wechsel auf einen kostenpflichtigen Plan","","","Passer à une offre payante","","","有料プランへのアップグレード","Upgrade naar een betaald plan","","Atualizar para um plano pago","Uppgradera till ett betal-abonnemang","Ücretli bir tarifeye geçin","升级到付费版","升級到付費版"
"notification-box-card-limit-reached.title","{cards, plural, one {# card hidden from board} other {# cards hidden from board}}","{cards, plural, one {# карточка скрыта на доске} few {# карточки скрыты на доске} many {# карточек скрыто на доске} other {# карточки скрыто на доске}}","","{cards} vom Board versteckte Karten","","","{cards} cartes cachées du tableau","","","Boardから {cards} カードが非表示になっています","{cards} kaarten verborgen van board","","{cards} cartões ocultos do board","{cards} kort dolda från board","panoda {cards} kart gizli","板块上的{cards}卡片已隐藏","將看板上{cards}卡片隱藏"
"notification-box-cards-hidden.title","This action has hidden another card","Это действие скрыло другую карточку","","Diese Aktion verdeckt eine andere Karte","","","Cette action a caché une autre carte","","","このアクションにより他のカードが非表示になります","Deze actie heeft een andere kaart verborgen","","Esta ação ocultou outro cartão","Åtgärden dolde ett annat kort","Bu işlem başka bir kartı gizledi","此行动已隐藏其他卡片","此行為隱藏了其他卡片"
"notification-box.card-limit-reached.not-admin.text","To access archived cards, you can {contactLink} to upgrade to a paid plan.","Чтобы получить доступ к архивным карточкам, Вы можете {contactLink} перейти на платный тариф.","","Um auf archivierte Karten zuzugreifen, kannst du {contactLink} um auf einen bezahlten Plan zu wechseln.","","","Pour accéder aux cartes archivées, vous pouvez {contactLink} pour passer à une offre payante.","","","アーカイブされたカードにアクセスするには、{contactLink}から有料プランにアップグレードしてください。","Om toegang te krijgen tot gearchiveerde kaarten, neem contact op met {contactLink} om te upgraden naar een betaald plan.","","Para acessar cartões arquivados, você pode {contactLink} para atualizar para um plano pago.","Om du vill komma åt arkiverade kort kan du {contactLink} för att uppgradera till ett betal-abonnemang.","Arşivlenmiş kartlara erişmek için {contactLink} ile görüşerek ücretli bir tarifeye geçmesini isteyin.","要访问存档的卡片，你需要通过 {contactLink} 来升级到付费版。","要存取已封存的卡片，你可以點擊{contactLink}升級到付費版。"
"notification-box.card-limit-reached.text","Card limit reached, to view older cards, {link}","Достигнут лимит карточки, чтобы просмотреть старые карточки, {link}","","Kartenlimit erreicht. Um ältere Karten zu betrachten, {link}","","","Limite de cartes atteinte, pour afficher les anciennes cartes, {link}","","","カード数の制限に達しました。古いカードを閲覧するには、{link}","Limiet van aantal kaarten bereikt, om oudere kaarten te bekijken, {link}","","Limite de cartão alcançado, para visualizar cartões mais antigos, {link}","Gränsen för kort har nåtts, för att visa äldre kort, {link}","Kart sınırına ulaşıldı. Eski kartları görüntülemek için {link}","已达到卡片上限，如需查看旧卡片请点{link}","已達卡片上限，觀看舊卡片請點{link}"
"person.add-agent-to-board-warning","{username} is an agent on this machine and is not yet on this board.","{username} — агент на этой машине, и на этой доске его ещё нет.","","","","","","","","","","","","","","",""
"person.add-user-to-board","Add {username} to board","Добавить {username} на доску","","Füge {username} zum Board hinzu","","","Ajouter {username} au tableau","","","{username} をBoardに追加","{username} toevoegen aan bord","","Adicionar {username} ao board","Lägg till {username} till board","{username} kullanıcısını panoya ekle","将 {username} 加入板块","將{username} 加入看板"
"person.add-user-to-board-confirm-button","Add to board","Добавить на доску","","Zum Board hinzufügen","","","Ajouter au tableau","","","Boardに追加","Toevoegen aan bord","","Adicionar ao board","Lägg till i board","Panoya ekle","添加到板块","新增看板"
"person.add-user-to-board-permissions","Permissions","Разрешения","","Berechtigungen","","","Permissions","","","権限","Machtigingen","","Permissões","Behörigheter","İzinler","权限","權限"
"person.add-user-to-board-question","Do you want to add {username} to the board?","Вы хотите добавить {username} на доску?","","Möchtest du {username} zum Board hinzufügen?","","","Voulez-vous ajouter {username} au tableau ?","","","{username} をBoardに追加しますか？","Wil je {username} toevoegen aan het bord?","","Você quer adicionar {username} ao board?","Vill du lägga till {username} till board?","{username} kullanıcısını panoya eklemek ister misiniz?","你想将 {username} 加入板块吗？","你想將{username} 加入到看板嗎?"
"person.add-user-to-board-warning","{username} is not a member of the board, and will not receive any notifications about it.","{username} не участник доски и не будет получать уведомления по ней.","","{username} ist kein Mitglied des Boards und wird keine Benachrichtigungen darüber erhalten.","","","{username} n'est pas membre du conseil d'administration et ne recevra aucune notification à ce sujet.","","","{username} はBoardのメンバーではないので、それに関する通知を受け取ることはありません。","{username} is geen lid van het bord en zal er geen meldingen over ontvangen.","","{username} não é um membro do quadro e não receberá nenhuma notificação sobre ele.","{username} är inte medlem i board och kommer inte att få några meddelanden om den.","{username} panonun bir üyesi değil ve pano ile ilgili herhangi bir bildirim almayacak.","{username} 不是此板块的成员，因此不会受到任何关于此板块的通知。","{username}不是看板的成員,也不會收到任何有關的通知."
"register.email-placeholder","Enter email","Введите email","","","","","","","","","","","","","","",""
"register.invalid-link","Invalid registration link, please contact your administrator","Недействительная ссылка для регистрации, обратитесь к администратору","","","","","","","","","","","","","","",""
"register.login-button","or log in if you already have an account","или войти в систему, если у вас уже есть аккаунт","o inicia sessió si ja tens un compte","oder melde dich an, wenn du bereits ein Konto hast","","","ou connectez-vous si vous avez déjà un compte","atau masuk jika Anda sudah memiliki akun","oppure fai il login se hai un account","または、すでにアカウントをお持ちの方はログインしてください","of meldt je aan als je al een account hebt","o connectatz-vos s’avètz un compte","ou entre se você já tem uma conta","eller logga in om du redan har ett konto","ya da bir hesabınız varsa oturum açın","或登录（如果您已拥有帐户）","或登錄（如果您已擁有帳戶）"
"register.signup-button","Register","Зарегистрироваться","","","","","","","","","","","","","","",""
"register.signup-title","Sign up for your account","Зарегистрируйте свой аккаунт","Registrat un compte","Registriere dich für deinen Account","","","Inscrivez-vous pour créer un compte","Daftar untuk mendapatkan akun Anda","Registrati per un tuo account","アカウント登録","Maak een nieuw account","Vos inscriure per aver un compte","Registrar uma conta","Registrera dig för ett konto","Hesap açın","注册您的帐户","註冊您的帳戶"
"share-board.publish","Publish","Опубликовать","","Veröffentlichen","","","Publier","","","公開","Publiceren","","Publicar","Publicera","Yayınla","发布","發布"
"share-board.share","Share","Поделиться","","Teilen","","","Partager","","","共有","Delen","","Compartilhar","Dela","Paylaş","分享","分享"
